relation,node1,node2
"所属科目","medical/R454","medical/R458"
"所属科目","medical/R455","medical/R458"
"治疗方案","medical/R47","medical/R151"
"治疗方案","medical/R47","medical/R153"
"治疗方案","medical/R47","medical/R150"
"治疗方案","medical/R47","medical/R149"
"临床表现","medical/R48","medical/R169"
"临床表现","medical/R48","medical/R73"
"治疗方案","medical/R48","medical/R168"
"治疗方案","medical/R48","medical/R167"
"治疗方案","medical/R48","medical/R166"
"治疗方案","medical/R48","medical/R165"
"治疗方案","medical/R49","medical/R168"
"治疗方案","medical/R49","medical/R167"
"治疗方案","medical/R49","medical/R166"
"治疗方案","medical/R49","medical/R165"
"表现","medical/R58","medical/R83"
"表现","medical/R58","medical/R84"
"表现","medical/R58","medical/R90"
"表现","medical/R58","medical/R80"
"表现","medical/R58","medical/R86"
"表现","medical/R58","medical/R85"
"表现","medical/R58","medical/R81"
"表现","medical/R58","medical/R87"
"表现","medical/R58","medical/R88"
"表现","medical/R58","medical/R82"
"表现","medical/R58","medical/R89"
"推荐处方","medical/R58","medical/R79"
"表现","medical/R59","medical/R124"
"表现","medical/R59","medical/R125"
"表现","medical/R59","medical/R121"
"表现","medical/R59","medical/R120"
"表现","medical/R59","medical/R126"
"表现","medical/R59","medical/R127"
"表现","medical/R59","medical/R122"
"表现","medical/R59","medical/R123"
"推荐处方","medical/R59","medical/R128"
"表现","medical/R60","medical/R133"
"表现","medical/R60","medical/R136"
"表现","medical/R60","medical/R134"
"表现","medical/R60","medical/R83"
"表现","medical/R60","medical/R89"
"表现","medical/R60","medical/R135"
"表现","medical/R60","medical/R137"
"表现","medical/R60","medical/R138"
"推荐处方","medical/R60","medical/R129"
"表现","medical/R61","medical/R93"
"表现","medical/R61","medical/R91"
"表现","medical/R61","medical/R109"
"表现","medical/R61","medical/R97"
"表现","medical/R61","medical/R96"
"表现","medical/R61","medical/R107"
"表现","medical/R61","medical/R108"
"表现","medical/R61","medical/R92"
"表现","medical/R61","medical/R94"
"表现","medical/R61","medical/R95"
"推荐处方","medical/R61","medical/R119"
"指标","medical/R74","medical/R145"
"指标","medical/R75","medical/R147"
"指标","medical/R75","medical/R146"
"组成","medical/R98","medical/R79"
"组成","medical/R98","medical/R119"
"主治","medical/R98","medical/R58"
"主治","medical/R98","medical/R61"
"功效","medical/R98","medical/R216"
"功效","medical/R98","medical/R215"
"归经","medical/R98","medical/R219"
"归经","medical/R98","medical/R180"
"归经","medical/R98","medical/R181"
"用法","medical/R98","medical/R279"
"组成","medical/R99","medical/R79"
"组成","medical/R99","medical/R129"
"主治","medical/R99","medical/R58"
"功效","medical/R99","medical/R338"
"功效","medical/R99","medical/R339"
"归经","medical/R99","medical/R237"
"归经","medical/R99","medical/R180"
"用法","medical/R99","medical/R313"
"公司","character/R103","character/R61"
"职位","character/R103","character/R61"
"主要成就","character/R103","character/R61"
"获得荣誉","character/R103","character/R352"
"出生地","character/R103","baike/R1396"
"国籍","character/R103","character/R23"
"人生目标","character/R103","character/R23"
"科室","character/R107","medical/R254"
"出生地","character/R109","character/R80"
"国籍","character/R109","character/R23"
"职业","character/R109","character/R308"
"职业","character/R109","character/R352"
"职业","character/R109","character/R145"
"籍贯","character/R109","character/R352"
"国籍","character/R111","character/R23"
"外文名","character/R116","baike/R26"
"知名校友","character/R116","character/R21"
"所属地区","character/R116","baike/R213"
"所属地区","character/R116","character/R157"
"学校地址","character/R116","baike/R213"
"学校地址","character/R116","character/R157"
"中文学名","character/R118","character/R330"
"命名者及年代","character/R118","medical/R256"
"发现地点","character/R118","character/R147"
"发现地点","character/R118","character/R316"
"症状类型","character/R118","medical/R195"
"所属地区","character/R126","character/R23"
"地理位置","character/R126","baike/R1400"
"机场","character/R126","character/R157"
"下辖区域","character/R126","medical/R256"
"所属地区","character/R147","character/R23"
"地理位置","character/R147","baike/R660"
"市长","character/R147","baike/R858"
"国籍","character/R153","character/R23"
"国籍","character/R158","character/R23"
"籍贯","character/R158","baike/R159"
"职位","character/R158","character/R69"
"职位","character/R158","character/R145"
"出生地","character/R159","baike/R1400"
"国籍","character/R159","character/R23"
"出生地","character/R166","baike/R1400"
"所属地区","character/R168","character/R147"
"别名","character/R173","baike/R1187"
"临床表现","character/R173","medical/R244"
"临床表现","character/R173","medical/R163"
"相关检查","character/R173","medical/R452"
"确诊依据","character/R173","medical/R244"
"确诊依据","character/R173","medical/R163"
"常见病因","character/R173","baike/R1303"
"多发群体","character/R173","baike/R1303"
"地区","character/R197","baike/R1396"
"地区","character/R197","baike/R374"
"任职机构","character/R197","character/R201"
"任职机构","character/R197","baike/R374"
"职业","character/R197","character/R308"
"籍贯","character/R197","baike/R284"
"所属地区","character/R198","character/R23"
"所属地区","character/R198","baike/R88"
"所属地区","character/R198","medical/R188"
"专职院士","character/R198","character/R339"
"专职院士","character/R198","character/R71"
"专职院士","character/R198","character/R70"
"专职院士","character/R198","medical/R256"
"学校地址","character/R198","baike/R374"
"现任领导","character/R198","character/R69"
"分类","character/R200","character/R382"
"分类","character/R200","character/R425"
"中文名称","character/R201","baike/R374"
"外文名","character/R201","baike/R26"
"所在地区","character/R201","baike/R1396"
"所在地区","character/R201","baike/R374"
"主管部门","character/R201","baike/R374"
"出生地","character/R21","baike/R213"
"代表作品","character/R21","baike/R1292"
"主要成就","character/R21","character/R70"
"主要成就","character/R21","character/R71"
"籍贯","character/R21","baike/R213"
"籍贯","character/R21","character/R126"
"任职机构","character/R214","baike/R1396"
"任职机构","character/R214","baike/R374"
"出生地","character/R22","baike/R98"
"职业","character/R22","medical/R254"
"政党","character/R22","character/R25"
"政党","character/R22","character/R81"
"籍贯","character/R22","character/R70"
"籍贯","character/R22","character/R71"
"专业方向","character/R22","character/R23"
"首都","character/R23","character/R81"
"主要城市","character/R23","baike/R178"
"主要城市","character/R23","medical/R188"
"主要城市","character/R23","baike/R1251"
"主要城市","character/R23","character/R80"
"代表事物","character/R23","baike/R659"
"中文名称","character/R239","baike/R374"
"所在地区","character/R239","baike/R374"
"名称","character/R24","medical/R254"
"出版社","character/R24","baike/R1314"
"国籍","character/R242","character/R23"
"国籍","character/R243","character/R23"
"毕业院校","character/R243","character/R198"
"主要成就","character/R243","character/R198"
"职务","character/R243","character/R198"
"职务","character/R243","baike/R1289"
"政治面貌","character/R243","baike/R1033"
"国籍","character/R247","character/R23"
"出生地","character/R247","baike/R356"
"毕业院校","character/R247","baike/R1382"
"活跃年代","character/R247","baike/R1382"
"专职院士","character/R25","character/R339"
"专职院士","character/R25","character/R71"
"专职院士","character/R25","character/R70"
"国家重点学科","character/R25","medical/R256"
"主要奖项","character/R25","medical/R256"
"主要奖项","character/R25","baike/R729"
"现任领导","character/R25","character/R69"
"现任领导","character/R25","character/R145"
"官网","character/R25","baike/R1237"
"国籍","character/R251","character/R23"
"职务","character/R251","character/R163"
"出生地","character/R252","baike/R343"
"国籍","character/R252","character/R23"
"毕业院校","character/R252","character/R81"
"国籍","character/R253","character/R23"
"职业","character/R253","character/R23"
"代表作品","character/R253","baike/R665"
"常见病因","character/R256","character/R391"
"国籍","character/R266","character/R23"
"姓名","character/R272","character/R308"
"其他信息","character/R272","baike/R1382"
"其他信息","character/R272","baike/R1289"
"职位","character/R273","character/R68"
"解释","character/R279","character/R261"
"出生地","character/R281","baike/R159"
"毕业院校","character/R281","character/R81"
"毕业院校","character/R282","baike/R32"
"出生日期","character/R287","medical/R256"
"国籍","character/R287","character/R23"
"主要成就","character/R287","character/R81"
"主要成就","character/R287","baike/R543"
"代表作品","character/R287","baike/R192"
"民族","character/R288","baike/R636"
"出生地","character/R288","baike/R75"
"职务","character/R288","character/R69"
"主要成就","character/R289","character/R23"
"任职机构","character/R289","character/R23"
"国籍","character/R289","character/R23"
"中文学名","character/R295","character/R336"
"致死原因","character/R295","character/R256"
"别名","character/R296","baike/R846"
"传播途径","character/R296","baike/R846"
"临床表现","character/R296","medical/R195"
"英文别名","character/R296","baike/R846"
"中文名称","character/R309","medical/R188"
"所在地区","character/R309","baike/R1396"
"所在地区","character/R309","baike/R374"
"联系地址","character/R309","baike/R1396"
"联系地址","character/R309","baike/R374"
"联系地址","character/R309","baike/R88"
"所设科室","character/R309","baike/R1305"
"英文名","character/R313","baike/R26"
"人口密度","character/R313","baike/R1237"
"外文名","character/R314","baike/R26"
"所属地区","character/R314","baike/R129"
"地理位置","character/R314","baike/R129"
"地方方言","character/R314","baike/R642"
"时区","character/R314","baike/R1237"
"人口密度","character/R314","baike/R1237"
"官方语言","character/R314","baike/R642"
"面积","character/R315","baike/R1401"
"地方方言","character/R315","baike/R642"
"别称","character/R316","baike/R1405"
"所属地区","character/R316","character/R23"
"地理位置","character/R316","character/R23"
"政府驻地","character/R316","baike/R264"
"地方方言","character/R316","baike/R1405"
"地方方言","character/R316","baike/R81"
"车牌代码","character/R316","baike/R1405"
"中文名","character/R317","baike/R471"
"所属洲","character/R317","baike/R471"
"官方语言","character/R317","baike/R171"
"总部所在地","character/R319","character/R81"
"出生日期","character/R321","medical/R256"
"国籍","character/R321","character/R23"
"出生地","character/R321","character/R81"
"经纪公司","character/R321","character/R81"
"国籍","character/R322","character/R23"
"出生地","character/R322","baike/R84"
"国籍","character/R323","character/R23"
"职业","character/R323","baike/R1065"
"职业","character/R323","character/R68"
"毕业院校","character/R323","baike/R99"
